country_iso2,sector,pd,net_profit_margin,debt_equity_ratio,volatility
UA,Oil&Gas,5.3307e-4,0.08101354,0.13918295,0.24302715
UA,Power,5.9141e-4,0.0716949,0.12028038,0.27561886
UA,Steel,4.76905e-4,0.0767007,0.05657024,0.399939895
US,Automotive,3.2361e-4,0.04879870625,0.110512725,0.27290464
US,Coal,3.9073e-4,0.1006005,0.10381813,0.32678448
US,Oil&Gas,3.2914e-4,0.0766967,0.12856984,0.24302715
US,Power,3.9782e-4,0.0660959,0.114531475,0.27297402
US,Steel,3.3066e-4,0.0639989,0.08200698249999999,0.31863614
UY,Automotive,3.27135e-4,0.049479075,0.108934235,0.27290464
UY,Power,4.0385e-4,0.0816218,0.176495655,0.27550679
UZ,Automotive,3.2361e-4,0.0477565,0.10810519,0.27290464
UZ,Coal,4.91545e-4,0.0715181,0.106970395,0.347551215
UZ,Oil&Gas,5.3307e-4,0.08101354,0.1344573075,0.2511750775
UZ,Power,5.9141e-4,0.0716949,0.12028038,0.27561886
UZ,Steel,4.76905e-4,0.0767007,0.05657024,0.399939895
VE,Automotive,3.27135e-4,0.050895187499999994,0.11240379750000001,0.27290464
VE,Coal,1.02745e-4,0.1753005,0.02911371,0.174020275
VE,Oil&Gas,5.2456e-4,0.1619448,0.20496116,0.34020823
VE,Power,4.00835e-4,0.0816218,0.1479478025,0.274240405
VE,Steel,2.2344e-4,0.0938409,0.06630509,0.34117707
VN,Automotive,3.2361e-4,0.049479075,0.10976328,0.27290464
VN,Coal,3.2245250000000004e-4,0.0614493875,0.1172580225,0.24899807624999998
VN,Oil&Gas,3.2952000000000003e-4,0.062662475,0.12093569,0.24926929125
VN,Power,2.9792e-4,0.0539341,0.10976328,0.251350005
VN,Steel,2.4227e-4,0.0483934,0.055973145,0.26753675
XK,Coal,4.91545e-4,0.0715181,0.106970395,0.347551215
XK,Power,5.9141e-4,0.0716949,0.12028038,0.27561886
YE,Oil&Gas,3.8466e-4,0.2635113,0.05576412,0.31424366
YE,Power,4.123475e-4,0.1045378,0.10976328,0.289695265
ZA,Automotive,3.27135e-4,0.05280195,0.1121473775,0.27290464
ZA,Coal,5.96585e-4,0.10578785,0.15804010000000002,0.319775395
ZA,Oil&Gas,6.4677e-4,0.141279,0.1531681,0.32678448
ZA,Power,4.4686e-4,0.0683728,0.09951557,0.32071617
ZA,Steel,4.84225e-4,0.06700344999999999,0.1121473775,0.373745555
ZM,Coal,3.9903e-4,0.141279,0.1426557,0.3170095275
ZM,Power,3.61605e-4,0.0683728,0.08672473,0.32071617
ZW,Automotive,2.9634750000000004e-4,0.0537124625,0.107057555,0.27287787499999994
ZW,Coal,5.96585e-4,0.141279,0.19668025,0.319775395
ZW,Power,4.4686e-4,0.0683728,0.09951557,0.32071617
NA,Power,4.4686e-4,0.0683728,0.09951557,0.32071617
NA,Steel,0.00554358,0.00645214,0.34084817,0.83621933
